source_id,genre,condition,target_persona,model,mode,prompt_variant,repeat_idx,d_H,delta_H,text_len,hop_index,d_total,d_step,dS,dR,nli_entailment,creativity_auto,creativity_auto_geom,value_auto,value_auto_geom,novelty_auto_combined,distinct2_rel,novel_ngram_rel,embedding_distance_rel,coherence_auto,perplexity,sentiment_shift,kendall_tau,levenshtein,novelty_judge,coherence_judge,fidelity_judge,value_judge,value_judge_geom,creativity_judge,creativity_judge_geom,fidelity_fused,source_file
academic_15,academic,T3,continuous_S+0.259_R-0.071,gen_openai_4o,joint,0,2,0.42023984020268024,"[-0.7414412675158122, 0.9290193933245634]",203,,,,-0.7414412675158122,0.9290193933245634,0.9817466735839844,0.32435802586628093,0.32375156061772326,0.9251961842577326,0.9234663077351711,0.3505829697368534,0.55174890921056,0.0,0.5,0.8686456949314809,31.10934066772461,0.004670638591051102,1.0,0.35309278350515466,,,,,,,,,main_continuous_metrics
academic_15,academic,T3,continuous_S+0.063_R+0.598,gen_openai_4o,joint,0,2,0.6549935195754816,"[-0.9366862066011077, 1.5983588570312492]",186,,,,-0.9366862066011077,1.5983588570312492,0.9705988168716431,0.328220153607252,0.32698609965113645,0.8932155399048154,0.8898571959440044,0.36745907224389357,0.6023772167316809,0.0,0.5,0.8158322629379877,38.009864807128906,0.00861521065235138,1.0,0.41365979381443296,,,,,,,,,main_continuous_metrics
academic_15,academic,T0,,gen_openai_mini,identity,0,0,0.0,,240,,,,0.0,0.0,0.7957914471626282,0.2545420210103072,0.25447017313909776,0.8151580469483699,0.8149279577468304,0.31226094370682117,0.43678283112046357,0.0,0.5,0.8345246467341115,35.623538970947266,0.0,1.0,0.0,,,,,,,,,main_continuous_metrics
academic_15,academic,T1,rational_conservative,gen_openai_mini,joint,0,0,0.0,"[0.0, 0.0]",231,,,,0.0,0.0,0.9151083827018738,0.305438007147516,0.3054376996746882,0.9164086897589339,0.9164077672451513,0.3332988988001228,0.4998966964003685,0.0,0.5,0.9177089968159939,23.955965042114258,0.005343353375792503,1.0,0.30283505154639173,,,,,,,,,main_continuous_metrics
academic_15,academic,T1,rational_conservative,gen_openai_mini,joint,0,1,0.0,"[0.0, 0.0]",231,,,,0.0,0.0,0.9151083827018738,0.305438007147516,0.3054376996746882,0.9164086897589339,0.9164077672451513,0.3332988988001228,0.4998966964003685,0.0,0.5,0.9177089968159939,23.955965042114258,0.005343353375792503,1.0,0.30283505154639173,,,,,,,,,main_continuous_metrics
academic_15,academic,T1,rational_conservative,gen_openai_mini,joint,0,2,0.0,"[0.0, 0.0]",231,,,,0.0,0.0,0.9151083827018738,0.305438007147516,0.3054376996746882,0.9164086897589339,0.9164077672451513,0.3332988988001228,0.4998966964003685,0.0,0.5,0.9177089968159939,23.955965042114258,0.005343353375792503,1.0,0.30283505154639173,,,,,,,,,main_continuous_metrics
academic_15,academic,T2,emotional_adventurous,gen_openai_mini,joint,0,0,1.0,"[-2.0, 2.0]",248,,,,-2.0,2.0,0.2502232491970062,0.20684050274407825,0.18556628703901185,0.4482139724381098,0.40211371351797415,0.46147714141740453,0.6525405059119178,0.23189091834029574,0.5,0.6462046956792133,59.1944465637207,0.10546853393316269,0.9494665749754947,0.6003683241252302,,,,,,,,,main_continuous_metrics
academic_15,academic,T2,emotional_conservative,gen_openai_mini,joint,0,1,0.7071067811865475,"[-2.0, 0.0]",205,,,,-2.0,0.0,0.8013349175453186,0.3176593745986716,0.3167757946444345,0.8658718784837902,0.8634634274952667,0.3668664874010208,0.5388417312373334,0.06175773096572906,0.5,0.9304088394222617,21.879133224487305,0.009118586778640747,1.0,0.5270618556701031,,,,,,,,,main_continuous_metrics
academic_15,academic,T2,rational_conservative,gen_openai_mini,joint,0,2,0.0,"[0.0, 0.0]",231,,,,0.0,0.0,0.9151083827018738,0.305438007147516,0.3054376996746882,0.9164086897589339,0.9164077672451513,0.3332988988001228,0.4998966964003685,0.0,0.5,0.9177089968159939,23.955965042114258,0.005343353375792503,1.0,0.30283505154639173,,,,,,,,,main_continuous_metrics
academic_15,academic,T3,continuous_S-0.432_R+0.816,gen_openai_mini,joint,0,0,0.8176336659381956,"[-1.431637244751646, 1.8162084937705196]",243,,,,-1.431637244751646,1.8162084937705196,0.38076314330101013,0.2661671891141189,0.2491347106663529,0.5875773172004353,0.5499772733147792,0.4529909193607002,0.6393295371746873,0.21964322090741312,0.5,0.7943914910998604,40.69989013671875,0.30444392189383507,0.9045199174779452,0.6416615003099814,,,,,,,,,main_continuous_metrics
academic_15,academic,T3,continuous_S+0.091_R-0.682,gen_openai_mini,joint,0,0,0.3404575511335497,"[-0.9089397491904629, 0.31799258691423504]",225,,,,-0.9089397491904629,0.31799258691423504,0.8999413251876831,0.30548002085549963,0.30547465613589203,0.9053065865061305,0.9052906878690218,0.3374326724324909,0.5122980172974727,0.0,0.5,0.9106718478245779,25.05550765991211,0.00651862658560276,1.0,0.30347938144329895,,,,,,,,,main_continuous_metrics
academic_15,academic,T3,continuous_S+0.832_R-0.370,gen_openai_mini,joint,0,0,0.23066709790761225,"[-0.16842825319205168, 0.6303097682755948]",213,,,,-0.16842825319205168,0.6303097682755948,0.9392805099487305,0.3266598443272847,0.3265524984431082,0.9158043615201104,0.9155034129014562,0.35669173248429814,0.5700751974528944,0.0,0.5,0.8923282130914901,27.789365768432617,0.014810195192694664,1.0,0.33440721649484534,,,,,,,,,main_continuous_metrics
academic_15,academic,T3,continuous_S-0.760_R-0.108,gen_openai_mini,joint,0,0,0.6976393973405144,"[-1.760193793571188, 0.8918091941926588]",232,,,,-1.760193793571188,0.8918091941926588,0.21403707563877106,0.1958793699316592,0.15605189662422375,0.5410577839819481,0.4310463802448446,0.36203040734406017,0.5860912220321806,0.0,0.5,0.8680784923251251,31.18661880493164,0.023869959637522697,1.0,0.38727609635577515,,,,,,,,,main_continuous_metrics
academic_15,academic,T3,continuous_S+0.389_R-0.563,gen_openai_mini,joint,0,1,0.26542612959894996,"[-0.6106633606505673, 0.4366903962190879]",219,,,,-0.6106633606505673,0.4366903962190879,0.9298908114433289,0.3062319217963962,0.30622028160588577,0.9218531918347266,0.9218181512461666,0.3321916380057386,0.4965749140172157,0.0,0.5,0.9138155722261242,24.568300247192383,0.0025159772485494614,1.0,0.32603092783505155,0.4,1.0,1.0,0.9824727028608322,0.9823163470703643,0.3929890811443329,0.39292653882814577,0.9649454057216644,main_continuous_metrics
academic_15,academic,T3,continuous_S-0.666_R-0.106,gen_openai_mini,joint,0,1,0.6683601954668725,"[-1.6655054121130348, 0.8942787760527022]",220,,,,-1.6655054121130348,0.8942787760527022,0.5752710103988647,0.27219578404504896,0.2671386973197163,0.7118509704810253,0.6986255926307975,0.3823774853620214,0.6471324560860641,0.0,0.5,0.8484309305631859,33.81325912475586,0.02593626081943512,1.0,0.4806701030927835,,,,,,,,,main_continuous_metrics
academic_15,academic,T3,continuous_S+0.798_R+0.152,gen_openai_mini,joint,0,1,0.4136637543473615,"[-0.2019468014633029, 1.1524578528799982]",222,,,,-0.2019468014633029,1.1524578528799982,0.4367067217826843,0.23166742768474283,0.2187834988166516,0.6506732776874061,0.6144867998995128,0.35604263403612463,0.5681279021083738,0.0,0.5,0.8646398335921279,31.653213500976562,0.03352218121290207,1.0,0.37822164948453607,,,,,,,,,main_continuous_metrics
academic_15,academic,T3,continuous_S+0.597_R+0.461,gen_openai_mini,joint,0,1,0.535931579861483,"[-0.4027062869695037, 1.461372270428667]",224,,,,-0.4027062869695037,1.461372270428667,0.3099697530269623,0.22138681820031933,0.19336359479594858,0.6041922142212992,0.5277133455337123,0.3664178600607246,0.5992535801821737,0.0,0.5,0.8984146754156361,26.900915145874023,0.028060883283615112,1.0,0.36855670103092786,0.33333333333333337,0.9333333333333333,1.0,0.7941591049234072,0.7818690543046508,0.2647197016411358,0.2606230181015503,0.6549848765134811,main_continuous_metrics
academic_15,academic,T3,continuous_S+0.044_R+0.808,gen_openai_mini,joint,0,2,0.7232718058673842,"[-0.9564496118684206, 1.8083641727423392]",230,,,,-0.9564496118684206,1.8083641727423392,0.6731639504432678,0.2864783770225155,0.2835316057256551,0.7855451762263284,0.7774649085225326,0.3646873352322342,0.5940620056967025,0.0,0.5,0.8979264020093888,26.97281837463379,0.04110707901418209,1.0,0.4387818520820385,,,,,,,,,main_continuous_metrics
academic_15,academic,T3,continuous_S-0.302_R+0.199,gen_openai_mini,joint,0,2,0.6259508096085427,"[-1.3024890624367198, 1.1991820423227804]",247,,,,-1.3024890624367198,1.1991820423227804,0.013300474733114243,0.1642604831053419,0.04166569784776647,0.40667303367250146,0.10315515590543128,0.4039128968596004,0.6147469860850878,0.09699170449371347,0.5,0.8000455926118887,39.994300842285156,0.13237318769097328,1.0,0.5594322885866351,,,,,,,,,main_continuous_metrics
academic_15,academic,T3,continuous_S-0.652_R+0.003,gen_openai_mini,joint,0,2,0.6832341871855248,"[-1.6520036798674271, 1.0026741634334644]",242,,,,-1.6520036798674271,1.0026741634334644,0.019096197560429573,0.14603681531391552,0.04453427733563312,0.40090768179871444,0.12225775979044118,0.3642654454978413,0.5927963364935238,0.0,0.5,0.7827191660369993,42.1500129699707,0.42544744070619345,0.9944132324730441,0.5080983803239352,,,,,,,,,main_continuous_metrics
academic_15,academic,T3,continuous_S-0.401_R-0.565,gen_openai_mini,joint,0,2,0.5187563726777279,"[-1.4014289852564894, 0.4345827801846234]",228,,,,-1.4014289852564894,0.4345827801846234,0.29052209854125977,0.2108913437718547,0.18442108927788275,0.5641802879915798,0.4933665905845619,0.3738013331210221,0.6214039993630662,0.0,0.5,0.8378384774419,35.19522476196289,0.08463476970791817,1.0,0.4857496902106567,,,,,,,,,main_continuous_metrics
academic_16,academic,T0,,gen_openai_4o,identity,0,0,0.0,,258,,,,0.0,0.0,0.8069563508033752,0.2715645453776853,0.27154984426668743,0.7986463289930783,0.798603094378949,0.3400310444299794,0.5200931332899381,0.0,0.5,0.7903363071827813,41.204593658447266,0.0,1.0,0.0,0.2,1.0,1.0,0.9517390877008438,0.9505146897348234,0.19034781754016877,0.1901029379469647,0.9034781754016876,main_continuous_metrics
academic_16,academic,T1,rational_conservative,gen_openai_4o,joint,0,0,0.0,"[0.0, 0.0]",266,,,,0.0,0.0,0.630305290222168,0.2548556295625653,0.2517085387756652,0.7473979081462259,0.7381686473489949,0.34099055775347936,0.5229716732604381,0.0,0.5,0.8644905260702836,31.67340087890625,0.08363484963774681,0.9861724348043976,0.4472527472527473,,,,,,,,,main_continuous_metrics
academic_16,academic,T1,rational_conservative,gen_openai_4o,joint,0,1,0.0,"[0.0, 0.0]",266,,,,0.0,0.0,0.630305290222168,0.2548556295625653,0.2517085387756652,0.7473979081462259,0.7381686473489949,0.34099055775347936,0.5229716732604381,0.0,0.5,0.8644905260702836,31.67340087890625,0.08363484963774681,0.9861724348043976,0.4472527472527473,,,,,,,,,main_continuous_metrics
academic_16,academic,T1,rational_conservative,gen_openai_4o,joint,0,2,0.0,"[0.0, 0.0]",266,,,,0.0,0.0,0.630305290222168,0.2548556295625653,0.2517085387756652,0.7473979081462259,0.7381686473489949,0.34099055775347936,0.5229716732604381,0.0,0.5,0.8644905260702836,31.67340087890625,0.08363484963774681,0.9861724348043976,0.4472527472527473,,,,,,,,,main_continuous_metrics
academic_16,academic,T2,rational_adventurous,gen_openai_4o,joint,0,0,0.7071067811865475,"[0.0, 2.0]",282,,,,0.0,2.0,0.7208262085914612,0.31655132918850215,0.3165306688078947,0.712683818632448,0.7126373038413604,0.444167975913814,0.6807233007790434,0.1517806269623987,0.5,0.7045414286734347,51.80659103393555,0.11112229619175196,0.9087119456847996,0.635282929148835,,,,,,,,,main_continuous_metrics
academic_16,academic,T2,rational_adventurous,gen_openai_4o,joint,0,1,0.7071067811865475,"[0.0, 2.0]",282,,,,0.0,2.0,0.7208262085914612,0.31655132918850215,0.3165306688078947,0.712683818632448,0.7126373038413604,0.444167975913814,0.6807233007790434,0.1517806269623987,0.5,0.7045414286734347,51.80659103393555,0.11112229619175196,0.9087119456847996,0.635282929148835,,,,,,,,,main_continuous_metrics
academic_16,academic,T2,emotional_conservative,gen_openai_4o,joint,0,2,0.7071067811865475,"[-2.0, 0.0]",256,,,,-2.0,0.0,0.8519095778465271,0.31967442476919833,0.31933904942996194,0.8927945995456252,0.891857955045812,0.3580604373412339,0.5056737092406344,0.06850760278306717,0.5,0.9336796212447234,21.32134246826172,0.09666306897997856,0.8948735948694923,0.6359781950333131,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S-0.235_R+0.152,gen_openai_4o,joint,0,0,0.5970153758312045,"[-1.2347460734674132, 1.1518771661456795]",240,,,,-1.2347460734674132,1.1518771661456795,0.7730727791786194,0.2743800460125779,0.2743081681929336,0.7557746140432879,0.7555766279572388,0.3630448031916331,0.5891344095748994,0.0,0.5,0.7384764489079566,47.60768508911133,0.02218773402273655,0.9930066485916347,0.5123419626730885,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S-0.388_R-0.622,gen_openai_4o,joint,0,0,0.5086119741255638,"[-1.3880537912167332, 0.37788330801992165]",251,,,,-1.3880537912167332,0.37788330801992165,0.7416821122169495,0.28004199424173304,0.2795722940525978,0.7872595092118047,0.7859390788907146,0.35571751241481725,0.5671525372444516,0.0,0.5,0.8328369062066597,35.841007232666016,0.0029782596975564957,0.9944132324730441,0.3499706400469759,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.953_R+0.152,gen_openai_4o,joint,0,0,0.40772562109478405,"[-0.04746568979411714, 1.1522449674740993]",233,,,,-0.04746568979411714,1.1522449674740993,0.8514343500137329,0.29375402608010404,0.29340719250231306,0.8119881551352689,0.8110294456982359,0.3617713192271476,0.5853139576814428,0.0,0.5,0.7725419602568049,43.40898132324219,0.010470233857631683,0.9944132324730441,0.5033313143549364,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.192_R-0.806,gen_openai_4o,joint,0,0,0.2937238919542259,"[-0.8079097827254427, 0.19357577486459976]",223,,,,-0.8079097827254427,0.19357577486459976,0.743988037109375,0.27988547584219176,0.2798844191441426,0.7460380700978524,0.746035253456614,0.37516245760150174,0.6254873728045051,0.0,0.5,0.7480881030863298,46.42350769042969,0.06661636009812355,1.0,0.45366444579043,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.121_R-0.071,gen_openai_4o,joint,0,1,0.4520555179216778,"[-0.8786550697025635, 0.9288696349614808]",240,,,,-0.8786550697025635,0.9288696349614808,0.7435861229896545,0.2837613965982049,0.2832575203333074,0.7906850414510603,0.7892810188103037,0.35888044129107044,0.5766413238732112,0.0,0.5,0.8377839599124661,35.20228576660156,0.05052208714187145,0.9944132324730441,0.3791641429436705,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.694_R+0.443,gen_openai_4o,joint,0,1,0.5215263292697043,"[-0.3063887225104025, 1.4429288435992609]",238,,,,-0.3063887225104025,1.4429288435992609,0.8016842007637024,0.29860156423579404,0.298530837807188,0.7846081699138633,0.7844223285106035,0.38057412054296536,0.6417223616288961,0.0,0.5,0.7675321390640242,44.02741241455078,0.02828306332230568,0.9999999999999999,0.42216838279830404,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.157_R+0.299,gen_openai_4o,joint,0,1,0.5475481114641415,"[-0.8429211695402176, 1.2992133684982368]",221,,,,-0.8429211695402176,1.2992133684982368,0.8400911688804626,0.305432910635182,0.30531622572957867,0.8174963551921035,0.8171840460672016,0.3736199050861925,0.6208597152585774,0.0,0.5,0.7949015415037445,40.63633346557617,0.05001845210790634,1.0,0.41308298001211385,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.226_R+0.939,gen_openai_4o,joint,0,1,0.7381575766550031,"[-0.7742256344613725, 1.9389655826569951]",238,,,,-0.7742256344613725,1.9389655826569951,0.871271550655365,0.2914514620763878,0.29072877675381076,0.813984896792793,0.8119665334827562,0.35805512267456646,0.5741653680236994,0.0,0.5,0.7566982429302209,45.362945556640625,0.0646227840334177,0.9999999999999999,0.4509331727874774,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.729_R+0.586,gen_openai_4o,joint,0,2,0.5687834079656314,"[-0.27061518161784015, 1.5858385620528739]",221,,,,-0.27061518161784015,1.5858385620528739,0.8808121085166931,0.30322728507625696,0.3028693672513242,0.840010342395018,0.8390188264943449,0.36098041865973024,0.5829412559791906,0.0,0.5,0.799208576273343,40.09890365600586,0.10551586840301752,0.9999999999999999,0.42337976983646275,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S-0.925_R+0.208,gen_openai_4o,joint,0,2,0.8036955000422877,"[-1.9253742581031508, 1.208447607693244]",231,,,,-1.9253742581031508,1.208447607693244,0.8443074226379395,0.2928133429959156,0.29154246922931454,0.7724200566764474,0.7690675851777689,0.3790856289462843,0.6372568868388528,0.0,0.5,0.7005326907149554,52.305877685546875,0.15748621430248022,0.9944132324730441,0.43973349485160507,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S-0.063_R-0.505,gen_openai_4o,joint,0,2,0.4146773802154062,"[-1.0633672800099174, 0.494882476051446]",227,,,,-1.0633672800099174,0.494882476051446,0.8455372452735901,0.3049124590487888,0.3048352005299592,0.8269233047865023,0.8267137795020558,0.36873124422042025,0.6061937326612609,0.0,0.5,0.8083093642994145,38.95844650268555,0.015941863879561424,1.0,0.41732283464566927,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.318_R+0.362,gen_openai_4o,joint,0,2,0.5387074070815505,"[-0.6824754932721444, 1.3623041380834027]",243,,,,-0.6824754932721444,1.3623041380834027,0.637175977230072,0.2686178538712322,0.26676337534371103,0.7218509646990247,0.7168674645525805,0.3721237028244913,0.616371108473474,0.0,0.5,0.8065259521679773,39.18250274658203,0.02100582979619503,1.0,0.4829239065308568,,,,,,,,,main_continuous_metrics
academic_16,academic,T0,,gen_openai_mini,identity,0,0,0.0,,258,,,,0.0,0.0,0.8069563508033752,0.2715645453776853,0.27154984426668743,0.7986463289930783,0.798603094378949,0.3400310444299794,0.5200931332899381,0.0,0.5,0.7903363071827813,41.204593658447266,0.0,1.0,0.0,,,,,,,,,main_continuous_metrics
academic_16,academic,T1,rational_conservative,gen_openai_mini,joint,0,0,0.0,"[0.0, 0.0]",262,,,,0.0,0.0,0.9108846187591553,0.30908060294391404,0.30904454939900167,0.8971814586142233,0.8970768044505373,0.3445017727197757,0.5335053181593272,0.0,0.5,0.8834782984692912,29.053298950195312,0.06239433214068413,0.9719399037242695,0.313475997686524,,,,,,,,,main_continuous_metrics
academic_16,academic,T1,rational_conservative,gen_openai_mini,joint,0,1,0.0,"[0.0, 0.0]",262,,,,0.0,0.0,0.9108846187591553,0.30908060294391404,0.30904454939900167,0.8971814586142233,0.8970768044505373,0.3445017727197757,0.5335053181593272,0.0,0.5,0.8834782984692912,29.053298950195312,0.06239433214068413,0.9719399037242695,0.313475997686524,,,,,,,,,main_continuous_metrics
academic_16,academic,T1,rational_conservative,gen_openai_mini,joint,0,2,0.0,"[0.0, 0.0]",262,,,,0.0,0.0,0.9108846187591553,0.30908060294391404,0.30904454939900167,0.8971814586142233,0.8970768044505373,0.3445017727197757,0.5335053181593272,0.0,0.5,0.8834782984692912,29.053298950195312,0.06239433214068413,0.9719399037242695,0.313475997686524,,,,,,,,,main_continuous_metrics
academic_16,academic,T2,rational_adventurous,gen_openai_mini,joint,0,0,0.7071067811865475,"[0.0, 2.0]",290,,,,0.0,2.0,0.8241744041442871,0.2979864418826624,0.2979840954346862,0.8274581337221784,0.8274516180315618,0.3601226814246438,0.5803680442739314,0.0,0.5,0.8307418633000696,36.1103515625,0.1658738935366273,0.9648348401006841,0.45280161534578495,,,,,,,,,main_continuous_metrics
academic_16,academic,T2,rational_adventurous,gen_openai_mini,joint,0,1,0.7071067811865475,"[0.0, 2.0]",290,,,,0.0,2.0,0.8241744041442871,0.2979864418826624,0.2979840954346862,0.8274581337221784,0.8274516180315618,0.3601226814246438,0.5803680442739314,0.0,0.5,0.8307418633000696,36.1103515625,0.1658738935366273,0.9648348401006841,0.45280161534578495,,,,,,,,,main_continuous_metrics
academic_16,academic,T2,emotional_conservative,gen_openai_mini,joint,0,2,0.7071067811865475,"[-2.0, 0.0]",252,,,,-2.0,0.0,0.8054258823394775,0.31476295868921644,0.3144824953739754,0.8409168218764261,0.840167539557161,0.3743092663871948,0.604566737208288,0.018361061953296398,0.5,0.8764077614133747,30.042251586914062,0.007186487317085266,0.9109638595926579,0.5245305875227135,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S-0.520_R-0.465,gen_openai_mini,joint,0,0,0.5696648546922579,"[-1.5197596817506067, 0.535233484656655]",280,,,,-1.5197596817506067,0.535233484656655,0.877666175365448,0.32041851023019974,0.3201732757578933,0.8446270288206945,0.843980587815898,0.3793609478465095,0.6380828435395285,0.0,0.5,0.8115878822759411,38.54576110839844,0.3536110995337367,0.9719399037242695,0.39230358097274187,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S-0.916_R-0.155,gen_openai_mini,joint,0,0,0.7403158715533784,"[-1.9157289149373904, 0.8452948845601247]",254,,,,-1.9157289149373904,0.8452948845601247,0.7640655636787415,0.2712387099938893,0.2711055451197493,0.740853537469643,0.7404898147986586,0.36611650788669353,0.5983495236600807,0.0,0.5,0.7176415112605444,50.18069076538086,0.08091046661138535,1.0,0.39285714285714285,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.859_R+0.437,gen_openai_mini,joint,0,0,0.5105608243376824,"[-0.14108808604142908, 1.43717535282378]",277,,,,-0.14108808604142908,1.43717535282378,0.7808091044425964,0.2935709088844892,0.29356036717246353,0.7874825652122182,0.7874542878380761,0.37279670922666713,0.6183901276800015,0.0,0.5,0.7941560259818398,40.729225158691406,0.10536054335534573,0.9719399037242695,0.4619883040935672,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.726_R+0.573,gen_openai_mini,joint,0,0,0.564525762854862,"[-0.2744217182494423, 1.5729613523440222]",258,,,,-0.2744217182494423,1.5729613523440222,0.7417808771133423,0.2864856686479682,0.2858617347812831,0.7941659431480065,0.792436338208128,0.3607377917924348,0.5822133753773044,0.0,0.5,0.8465510091826707,34.060062408447266,0.6135109281167388,1.0,0.43896713615023475,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S-0.088_R-0.880,gen_openai_mini,joint,0,1,0.38688632997203226,"[-1.0876681210218304, 0.12010960438976859]",276,,,,-1.0876681210218304,0.12010960438976859,0.8311031460762024,0.29144977986581144,0.29111243715069174,0.7929618549882653,0.7920440299507194,0.36754577541453676,0.6026373262436102,0.0,0.5,0.7548205639003284,45.59425735473633,0.2670595431700349,0.9689790496105417,0.36943699731903484,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.388_R+0.007,gen_openai_mini,joint,0,1,0.41662429742221163,"[-0.6120346498339649, 1.0069856151023349]",248,,,,-0.6120346498339649,1.0069856151023349,0.8560909032821655,0.3064725516627191,0.3064254703419256,0.8413440128636502,0.8412147628308091,0.3642654454978413,0.5927963364935238,0.0,0.5,0.8265971224451351,36.641326904296875,0.3196187121793628,1.0,0.39453357100415926,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.263_R-0.448,gen_openai_mini,joint,0,1,0.32537773412921367,"[-0.736657442166359, 0.5516349987422913]",252,,,,-0.736657442166359,0.5516349987422913,0.8845198750495911,0.31778261981900063,0.31777189279557777,0.8773114617376327,0.8772818473408336,0.3622232624085289,0.5866697872255868,0.0,0.5,0.8701030484256743,30.910364151000977,0.05178144946694374,1.0,0.41857730746619637,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.273_R-0.674,gen_openai_mini,joint,0,1,0.2816362997017453,"[-0.726778668785232, 0.32610551831622914]",261,,,,-0.726778668785232,0.32610551831622914,0.7866837382316589,0.2945149337327296,0.29425278009428946,0.8213303265718129,0.8205992440058355,0.3585828067033863,0.5757484201101589,0.0,0.5,0.8559769149119669,32.8151969909668,0.051544519141316414,0.9719399037242695,0.3391647855530474,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S-0.325_R+0.110,gen_openai_mini,joint,0,2,0.6110826926772223,"[-1.3248020626961696, 1.110079255275555]",259,,,,-1.3248020626961696,1.110079255275555,0.6877385973930359,0.27578223227577425,0.275616057343652,0.7124680541327499,0.7120387504406384,0.3870801373845028,0.6612404121535086,0.0,0.5,0.737197510872464,47.76533126831055,0.473609478212893,1.0,0.5166475315729047,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S+0.694_R-0.354,gen_openai_mini,joint,0,2,0.25272408483136355,"[-0.30634751822023676, 0.6458381395606052]",239,,,,-0.30634751822023676,0.6458381395606052,0.8908944725990295,0.30576284295554823,0.3054658332946577,0.853293350770435,0.8524644849530495,0.3583326211079417,0.574997863323825,0.0,0.5,0.8156922289418406,38.0275764465332,0.02693823166191578,0.9719399037242695,0.4282253179890975,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S-0.371_R+0.065,gen_openai_mini,joint,0,2,0.6138247427504752,"[-1.3708278240324918, 1.0654002043175326]",259,,,,-1.3708278240324918,1.0654002043175326,0.6696237325668335,0.27198239788610623,0.27136060170711357,0.718157015765287,0.7165151915450791,0.3787227471366754,0.6361682414100263,0.0,0.5,0.7666902989637405,44.13126754760742,0.21422583237290382,0.9719399037242695,0.5152036718301779,,,,,,,,,main_continuous_metrics
academic_16,academic,T3,continuous_S-0.628_R-0.300,gen_openai_mini,joint,0,2,0.626511052412335,"[-1.6278235049881784, 0.7002281249467881]",273,,,,-1.6278235049881784,0.7002281249467881,0.7223398685455322,0.2804621215587581,0.2800464926831175,0.7639130960935342,0.7627810204340767,0.3671387792577103,0.601416337773131,0.0,0.5,0.8054863236415362,39.31298065185547,0.48387631960213184,1.0,0.4294149221685454,,,,,,,,,main_continuous_metrics
academic_17,academic,T0,,gen_openai_4o,identity,0,0,0.0,,273,,,,0.0,0.0,0.5099645256996155,0.2427093386583655,0.2352425185979384,0.6764666726464845,0.6556555454379146,0.35878979478594836,0.576369384357845,0.0,0.5,0.8429688195933536,34.52845764160156,0.0,1.0,0.0,,,,,,,,,main_continuous_metrics
academic_17,academic,T1,rational_conservative,gen_openai_4o,joint,0,0,0.35355339059327373,"[0.0, -1.0]",281,,,,0.0,-1.0,0.39323022961616516,0.23008120231083418,0.21397646274846024,0.6217561694190498,0.5782357901823948,0.370050533677559,0.6101516010326771,0.0,0.5,0.8502821092219344,33.56953430175781,0.10920464619994164,0.9976133515281194,0.46826171875,,,,,,,,,main_continuous_metrics
academic_17,academic,T1,rational_conservative,gen_openai_4o,joint,0,1,0.35355339059327373,"[0.0, -1.0]",281,,,,0.0,-1.0,0.39323022961616516,0.23008120231083418,0.21397646274846024,0.6217561694190498,0.5782357901823948,0.370050533677559,0.6101516010326771,0.0,0.5,0.8502821092219344,33.56953430175781,0.10920464619994164,0.9976133515281194,0.46826171875,,,,,,,,,main_continuous_metrics
academic_17,academic,T1,rational_conservative,gen_openai_4o,joint,0,2,0.35355339059327373,"[0.0, -1.0]",281,,,,0.0,-1.0,0.39323022961616516,0.23008120231083418,0.21397646274846024,0.6217561694190498,0.5782357901823948,0.370050533677559,0.6101516010326771,0.0,0.5,0.8502821092219344,33.56953430175781,0.10920464619994164,0.9976133515281194,0.46826171875,,,,,,,,,main_continuous_metrics
