d_argmax_dpdd,p_at_d_lo,p_at_d_hi,p_at_argmax_slope,beta_d,beta_d2,p_d2
0.8335678391959799,0.03473809168549821,0.884084762631844,0.5342631824727089,-50.48068147110494,53.26929221316926,0.0032419572710807505
