run,n,mean_d,std_d,unique_d_rounded_3dp,q10,q50,q90
old_discrete,1440,0.5498242269636656,0.2145867799061118,44,0.35355339059327373,0.5,0.7905694150420948
new_continuous,1440,0.36022664350075045,0.1722215310220823,585,0.14276452916557114,0.33599594482744033,0.6039803682292944
