d_argmax_dpdd,p_marginal_at_d_lo,p_marginal_at_d_hi,p_marginal_at_argmax_slope,beta_d,beta_d2,p_d2
0.88,0.10024159527845852,0.36828233454936676,0.36828233454936676,-2.0145519784690293,4.381701961817933,0.5477960176736407
