cov_struct,param,coef,pvalue
exchangeable,Intercept,-1.342525437572492,0.4960881595875122
exchangeable,C(genre)[T.essay],-0.042782970458797025,0.9234533198172158
exchangeable,C(genre)[T.narrative],-1.762418316815763,0.019713214816412077
exchangeable,C(genre)[T.poetry],-1.9296382950704825,0.004101171315023692
exchangeable,d,-2.0145519784690293,0.8024740206309203
exchangeable,d2,4.381701961817933,0.5477960176736407
