cov_struct,param,coef,pvalue
exchangeable,Intercept,3.8021962369464983,0.3165094254243984
exchangeable,C(genre)[T.essay],0.37275207176107195,0.6420753117334264
exchangeable,C(genre)[T.narrative],-32.29176577634072,1.1846960442090585e-252
exchangeable,C(genre)[T.poetry],-32.46197226533925,0.0
exchangeable,d,-42.61077218656275,0.02686337750598139
exchangeable,d2,45.58926953946255,0.013427040874059768
