d_argmax_dpdd,p_marginal_at_d_lo,p_marginal_at_d_hi,p_marginal_at_argmax_slope,beta_d,beta_d2,p_d2
0.8335678391959799,0.02028348189733018,0.4280379643179354,0.2681399240181424,-42.61077218656275,45.58926953946255,0.013427040874059768
